Dragon	Stage	Age Category	Hit Dice	Combat Modifier	THAC0	Breath Weapon	Spell Level	Magic Resistance	Special Immunities/Abilities
Topaz	1	Hatchling	5	+1	15	1d6+1	None	Nil	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers:
Topaz	2	Very young	7	+2	13	2d6+2	None	Nil	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers:
Topaz	3	Young	9	+3	11	3d6+3	None	Nil	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day
Topaz	4	Juvenile	11	+4	9	4d6+4	1st	Nil	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day
Topaz	5	Young adult	12	+5	8	5d6+5	2nd	10%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day
Topaz	6	Adult	13	+6	7	6d6+6	3rd	15%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day
Topaz	7	Mature adult	14	+7	6	7d6+7	3rd	20%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon
Topaz	8	Old	15	+8	5	8d6+8	5th	25%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon | +Old: part water once a day
Topaz	9	Very old	16	+9	4	9d6+9	6th	30%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon | +Old: part water once a day
Topaz	10	Venerable	17	+10	3	10d6+10	7th	35%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon | +Old: part water once a day
Topaz	11	Wyrm	18	+11	2	11d6+11	7th	40%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon | +Old: part water once a day
Topaz	12	Great Wyrm	19	+12	1	12d6+12	8th	45%	Innate: This dragon's breath weapon is a cone of dehydration, 70 feet long, 5 feet wide at the dragon's mouth and 25 feet wide at the base. When directed against liquids, a cubic foot of water dries up per hit point of damage. Creatures caught by the cone can make a saving throw vs. breath weapon for half damage from water loss. Those who fail to save lose 1d6+6 Strength points; those who succeed lose only 1d6 Strength points. Curative spells less powerful than heal or regeneration are ineffective against Strength loss, though victims who are carefully nursed back to health recover one Strength point per day. Any creature reduced to a Strength of zero or less dies instantly. A topaz dragon casts spells and uses magical abilities at 5th level, plus combat modifier. At birth, topaz dragons can breathe water and are immune to cold. As they age, they gain the following powers: | +Young: protection from evil or good three times a day | +Juvenile: blink three times a day | +Adult: wall of fog three times a day | +Mature adult: airy water three times a day, 10-foot radius per age category of the dragon | +Old: part water once a day
Brassic [Brass]	1	Hatchling	6	+1	15	2d4+1	None	Nil	None listed in age table text.
Brassic [Brass]	2	Very young	8	+2	13	4d4+2	None	Nil	None listed in age table text.
Brassic [Brass]	3	Young	10	+3	11	6d4+3	None	Nil	None listed in age table text.
Brassic [Brass]	4	Juvenile	12	+4	9	8d4+4	1st	Nil	None listed in age table text.
Brassic [Brass]	5	Young adult	13	+5	8	10d4+5	1st	15%	None listed in age table text.
Brassic [Brass]	6	Adult	14	+6	7	12d4+6	2nd	20%	None listed in age table text.
Brassic [Brass]	7	Mature adult	15	+7	6	14d4+7	2nd	25%	None listed in age table text.
Brassic [Brass]	8	Old	16	+8	5	16d4+8	3rd	30%	None listed in age table text.
Brassic [Brass]	9	Very old	17	+9	4	18d4+9	4th	35%	None listed in age table text.
Brassic [Brass]	10	Venerable	18	+10	3	20d4+10	4th	40%	None listed in age table text.
Brassic [Brass]	11	Wyrm	19	+11	2	22d4+11	4th	45%	None listed in age table text.
Brassic [Brass]	12	Great Wyrm	20	+12	1	24d4+12	4th	50%	None listed in age table text.
Cobalt	1	Hatchling	N/A	+1	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	2	Very young	N/A	+2	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	3	Young	N/A	+3	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	4	Juvenile	N/A	+4	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	5	Young adult	N/A	+5	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	6	Adult	N/A	+6	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	7	Mature adult	N/A	+7	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	8	Old	N/A	+8	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	9	Very old	N/A	+9	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	10	Venerable	N/A	+10	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	11	Wyrm	N/A	+11	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Cobalt	12	Great Wyrm	N/A	+12	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	1	Hatchling	N/A	+1	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	2	Very young	N/A	+2	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	3	Young	N/A	+3	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	4	Juvenile	N/A	+4	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	5	Young adult	N/A	+5	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	6	Adult	N/A	+6	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	7	Mature adult	N/A	+7	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	8	Old	N/A	+8	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	9	Very old	N/A	+9	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	10	Venerable	N/A	+10	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	11	Wyrm	N/A	+11	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Jade	12	Great Wyrm	N/A	+12	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	1	Hatchling	N/A	+1	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	2	Very young	N/A	+2	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	3	Young	N/A	+3	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	4	Juvenile	N/A	+4	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	5	Young adult	N/A	+5	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	6	Adult	N/A	+6	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	7	Mature adult	N/A	+7	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	8	Old	N/A	+8	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	9	Very old	N/A	+9	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	10	Venerable	N/A	+10	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	11	Wyrm	N/A	+11	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Onyx	12	Great Wyrm	N/A	+12	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	1	Hatchling	N/A	+1	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	2	Very young	N/A	+2	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	3	Young	N/A	+3	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	4	Juvenile	N/A	+4	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	5	Young adult	N/A	+5	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	6	Adult	N/A	+6	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	7	Mature adult	N/A	+7	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	8	Old	N/A	+8	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	9	Very old	N/A	+9	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	10	Venerable	N/A	+10	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	11	Wyrm	N/A	+11	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
Shadowjade	12	Great Wyrm	N/A	+12	N/A	N/A	N/A	N/A	Not found in Monstrous Manual HTML files in this workspace.
